"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
270148	19689	0	0	81218879	STATE BANK OF WHITTINGTON	200 NORTH MAIN STREET 	BENTON	IL	62812	051	2022-07-14T16:34:59
270353	1391	0	0	91904322	ARLINGTON STATE BANK	230 WEST MAIN 	ARLINGTON	MN	55307	051	2022-07-29T14:05:58
270504	6271	1368	0	11601029	COMMUNITY NATIONAL BANK	4811 US ROUTE 5 	DERBY	VT	05829	051	2022-07-26T09:07:18
270531	22811	0	0	71002422	BRICKYARD BANK	6676 NORTH LINCOLN AVENUE 	LINCOLNWOOD	IL	60712	051	2022-07-25T11:43:06
270652	16448	0	0	91408161	SECURITY STATE BANK	450 MAIN STREET 	ALEXANDRIA	SD	57311	051	2022-07-29T16:01:58
271136	17878	0	0	65000731	BANK OF LOUISIANA	300 ST.CHARLES AVENUE 	NEW ORLEANS	LA	70130	051	2022-07-30T16:45:49
271275	27269	0	5366	211372035	DEAN CO-OPERATIVE BANK	21 MAIN STREET 	FRANKLIN	MA	02038	041	2022-07-29T12:41:45
271341	5847	0	0	83905630	PEOPLES BANK MT WASHINGTON	201 NORTH BARDSTOWN ROAD 	MOUNT WASHINGTON	KY	40047	051	2022-07-26T10:08:51
271529	9155	0	13478	53206819	COUNTYBANK	419 MAIN STREET 	GREENWOOD	SC	29646	051	2022-07-28T12:46:06
272030	170	0	0	61103920	PEOPLES BANK OF GEORGIA, THE	26 WEST MONROE STREET 	TALBOTTON	GA	31827	051	2022-07-26T13:47:35
272058	17062	0	0	91216340	STATE BANK OF BELLINGHAM	201 MAIN 	BELLINGHAM	MN	56212	051	2022-09-14T16:07:11
272151	3232	11642	0	114919281	GRANGER NATIONAL BANK, THE	201 WEST DAVILLA 	GRANGER	TX	76530	051	2022-07-12T14:18:05
272272	28332	0	0	281573259	SOUTHERN BANK	2991 OAK GROVE ROAD 	POPLAR BLUFF	MO	63901	051	2022-07-29T18:45:27
272302	90250	0	16919	211370943	INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY	93 STATE STREET 	NEWBURYPORT	MA	01950	041	2022-07-25T08:33:04
273336	21031	0	13789	63108680	BANK OF TAMPA, THE	601 BAYSHORE BLVD 	TAMPA	FL	336062761	041	2022-07-25T10:17:44
273550	17672	0	0	101105079	CITIZENS STATE BANK, THE	201 SOUTH CHRISTIAN AVENUE 	MOUNDRIDGE	KS	67107	051	2022-07-26T17:36:27
273653	9727	0	0	91909518	CONCORDE BANK	16 SW MAIN ST. 	BLOMKEST	MN	56216	051	2022-07-26T12:13:05
273662	9978	0	0	114902405	FIRST STATE BANK OF UVALDE	200 EAST NOPAL STREET 	UVALDE	TX	788015332	051	2022-07-27T15:29:26
273840	3846	0	0	81216758	COMMUNITY FIRST BANK OF THE HEARTLAND	117 NORTH 10TH STREET 	MOUNT VERNON	IL	62864	051	2022-07-13T11:56:24
273859	12284	0	0	103104816	FARMERS AND MERCHANTS BANK	101 EAST SECOND STREET 	DUKE	OK	73532	051	2022-07-22T08:49:17
274025	9438	0	0	41213704	MT. VICTORY STATE BANK	103 SOUTH MAIN ST 	MOUNT VICTORY	OH	43340	051	2022-07-25T10:33:01
274052	14024	0	0	101109512	FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS	103 SOUTH 5TH STREET 	MOUND CITY	KS	66056	051	2022-07-21T10:58:29
274548	13411	0	0	73905006	NORTHWESTERN BANK	122 CENTRAL AVENUE NORTH WEST 	ORANGE CITY	IA	51041	051	2022-07-20T10:26:16
274829	21883	0	11947	51403672	TRUPOINT BANK	20089 RIVERSIDE DRIVE 	GRUNDY	VA	24614	041	2022-07-14T15:58:03
274856	1118	0	0	91401919	CITIZENS STATE BANK OF ARLINGTON	128 SOUTH MAIN STREET 	ARLINGTON	SD	57212	051	2022-07-13T11:56:04
275255	19274	0	0	104101258	BANNER CAPITAL BANK	205 STATE STREET 	HARRISBURG	NE	69345	041	2022-07-27T12:44:06
275358	1117	0	0	91407175	AMERICAN BANK & TRUST	120 EAST MAIN STREET 	WESSINGTON SPRINGS	SD	57382	051	2022-07-27T21:11:49
275479	29842	0	4186	211072885	COMMONWEALTH COOPERATIVE BANK	1172 RIVER STREET 	HYDE PARK	MA	02136	051	2022-07-20T15:22:01
275657	10503	0	0	101112318	FIRST STATE BANK, THE	206 NORTH PENNSYLVANIA AVENUE 	NESS CITY	KS	67560	051	2022-07-27T14:31:39
276074	29496	703552	3552	221371770	SENECA SAVINGS	35 OSWEGO ST 	BALDWINSVILLE	NY	13027	051	2022-07-27T11:13:05
276159	4735	0	0	101106353	SOUTHWIND BANK	702 NORTH 2ND STREET 	NATOMA	KS	67651	051	2022-07-14T17:02:34
276551	3029	8489	0	102102576	FIRST NATIONAL BANK OF HUGO	321 4TH STREET 	HUGO	CO	80821	051	2022-07-27T17:15:42
276579	2270	4341	0	124000054	ZIONS BANCORPORATION, NATIONAL ASSOCIATION	ONE SOUTH MAIN STREET, SUITE 200 	SALT LAKE CITY	UT	84133	041	2022-07-29T12:58:18
276645	26944	0	0	73922403	AMERICAN STATE BANK	1000 JEFFREYS DRIVE 	OSCEOLA	IA	50213	051	2022-07-29T12:25:23
276654	1600	0	0	91206703	FIRST FARMERS & MERCHANTS STATE BANK	106 WEST MAIN STREET 	BROWNSDALE	MN	55918	041	2022-07-20T12:30:47
276850	5415	0	0	104113819	SECURITY FIRST BANK	5505 RED ROCK LANE 	LINCOLN	NE	68516	051	2022-07-28T11:38:11
276953	1687	0	0	91406972	COMMUNITY BANK	118 N. MAIN STREET 	AVON	SD	57315	051	2022-07-21T10:38:23
277240	22282	0	0	71924306	FIRST NATIONS BANK	7757 WEST DEVON AVENUE 	CHICAGO	IL	60631	051	2022-07-21T15:56:10
277277	30431	0	0	243073959	SSB BANK	8700 PERRY HIGHWAY 	PITTSBURGH	PA	15237	041	2022-08-23T16:07:32
277679	29501	703560	3560	273970527	INTERSTATE FEDERAL SAVINGS AND LOAN ASSOCIATION	154 MAIN ST 	MCGREGOR	IA	521570000	041	2022-07-06T15:49:34
277736	4945	0	0	64206031	PEOPLES BANK OF THE SOUTH	100 WEST CENTRAL AVENUE 	LAFOLLETTE	TN	37766	051	2022-07-29T14:29:04
277820	17563	0	12235	53202596	PALMETTO STATE BANK	601 FIRST STREET W 	HAMPTON	SC	29924	051	2022-07-26T12:25:58
278256	1867	0	0	101104795	FARMERS STATE BANK OF OAKLEY, KANSAS, THE	100 CENTER AVENUE 	OAKLEY	KS	67748	051	2022-07-27T18:55:42
278555	4091	12044	0	103100195	STRIDE BANK, NATIONAL ASSOCIATION	324 WEST BROADWAY AVENUE 	ENID	OK	73701	051	2022-07-28T16:54:12
278733	16275	0	0	61211346	CITIZENS BANK OF COCHRAN, THE	124 EAST DYKES STREET 	COCHRAN	GA	31014	051	2022-07-21T16:16:55
278751	5110	6352	0	91206826	WESTERN NATIONAL BANK OF CASS LAKE	210 2ND STREET NW 	CASS LAKE	MN	56633	051	2022-07-27T13:54:04
278818	7514	0	0	31311807	PEOPLES SECURITY BANK AND TRUST COMPANY	150 NORTH WASHINGTON AVENUE 	SCRANTON	PA	18503	041	2022-07-29T11:01:19
278872	30439	0	5337	242071664	EAGLE.BANK	6415 BRIDGETOWN ROAD 	CINCINNATI	OH	45248	051	2022-07-26T16:53:19
279105	23293	0	8064	211871688	FLORENCE BANK	85 MAIN STREET 	FLORENCE	MA	01062	041	2022-07-19T12:39:27
279842	14995	0	0	75907374	RIVER BANK	145 NORTH MAIN STREET 	STODDARD	WI	54658	051	2022-07-26T10:59:43
279954	1402	0	0	91904856	CITIZENS ALLIANCE BANK	55 1ST STREET NORTHWEST 	CLARA CITY	MN	56222	041	2022-07-29T18:55:39
280110	17534	14761	0	41001039	KEYBANK NATIONAL ASSOCIATION	127 PUBLIC SQUARE 	CLEVELAND	OH	441141306	031	2022-07-29T13:21:13
280138	21526	0	12065	61102523	WEST CENTRAL GEORGIA BANK	617 N. CHURCH STREET 	THOMASTON	GA	30286	051	2022-07-26T10:05:05
280352	4092	0	0	103104120	FIRST BANK	118 WEST ROGER MILLER BLVD 	ERICK	OK	73645	051	2022-07-29T16:00:45
280558	5115	12395	0	91913177	FIRST NATIONAL BANK OF COKATO, THE	365 BROADWAY AVENUE SOUTH 	COKATO	MN	55321	051	2022-07-23T19:25:50
282075	29520	0	3586	243374221	WASHINGTON FINANCIAL BANK	77 SOUTH MAIN STREET 	WASHINGTON	PA	15301	041	2022-07-28T13:30:18
282226	1660	0	13857	53204280	FARMERS AND MERCHANTS BANK OF SOUTH CAROLINA	8624 OLD STATE ROAD 	HOLLY HILL	SC	29059	051	2022-07-11T09:52:42
282824	12985	0	0	43315147	ELDERTON STATE BANK	143 MAIN STREET 	ELDERTON	PA	15736	051	2022-07-15T14:09:36
283157	1401	0	0	91207087	STATE BANK OF DANVERS	2010 MINNESOTA AVENUE 	BENSON	MN	56215	051	2022-08-26T15:47:34
283438	20856	0	10886	65002108	LIBERTY BANK AND TRUST COMPANY	6600 PLAZA DRIVE SUITE 600	NEW ORLEANS	LA	70127	041	2022-08-04T09:06:19
283652	24677	17926	0	103903046	TRIAD BANK, NATIONAL ASSOCIATION	7646 EAST 61ST STREET 	TULSA	OK	74133	051	2022-07-29T19:02:36
283737	19502	15550	11218	64101233	FIRST NATIONAL BANK OF TENNESSEE	214 EAST MAIN STREET 	LIVINGSTON	TN	38570	051	2022-07-29T14:17:08
283867	20845	0	0	113113392	WALLIS BANK	6510 RAILROAD STREET 	WALLIS	TX	77485	051	2022-07-29T10:31:42
284154	18856	0	0	103101013	OKLAHOMA CAPITAL BANK	8080 S. YALE AVE 	TULSA	OK	74126	051	2022-08-31T14:22:27
284239	1713	0	17417	64104162	BANK OF PERRY COUNTY	33 SOUTH MAIN STREET 	LOBELVILLE	TN	37097	051	2022-07-27T11:33:50
284556	12285	0	0	103107622	CATTLEMENS BANK	3421 NORTH MAIN STREET 	ALTUS	OK	73521	051	2022-07-21T14:15:20
284752	1415	714810	14810	91214753	NORTHWOODS BANK OF MINNESOTA	1200 EAST FIRST STREET 	PARK RAPIDS	MN	56470	051	2022-07-28T18:41:18
284958	8604	0	0	104907562	FIRST STATE BANK	201 MAIN STREET 	HORDVILLE	NE	68846	051	2022-07-11T12:09:16
285151	1141	0	0	102100675	COLORADO BANK AND TRUST COMPANY OF LA JUNTA, THE	301 COLORADO AVENUE 	LA JUNTA	CO	81050	041	2022-07-20T12:43:08
285348	22971	0	0	71924872	STATE BANK	7526 HANCOCK DRIVE 	WONDER LAKE	IL	60097	051	2022-09-22T16:45:31
285544	24199	17525	16222	72413450	CAPITOL NATIONAL BANK	200 WASHINGTON SQUARE NORTH 	LANSING	MI	48933	041	2022-07-30T17:49:38
285553	15749	0	0	91408909	SECURITY STATE BANK, THE	117 N. 3RD STREET 	EMERY	SD	57332	041	2022-07-19T16:22:19
285740	16664	0	0	83900402	PADUCAH BANK AND TRUST COMPANY, THE	555 JEFFERSON STREET 	PADUCAH	KY	42001	041	2022-07-19T16:46:40
285777	29532	0	3607	281971356	NOKOMIS SAVINGS BANK	100 WEST STATE STREET 	NOKOMIS	IL	62075	051	2022-07-26T16:24:24
285852	4746	0	0	101114109	FIRST OPTION BANK	601 MAIN STREET 	OSAWATOMIE	KS	66064	051	2022-08-09T17:06:47
285928	16968	0	0	53207533	PEOPLES BANK THE	801 EAST FRONT STREET 	IVA	SC	29655	051	2022-07-12T16:33:18
286251	420	0	0	103109523	BANK OF VICI	121 WEST BROADWAY 	VICI	OK	73859	051	2022-07-25T10:42:03
286840	8513	0	0	73915449	STATE SAVINGS BANK	102 NORTH MAIN STREET 	RAKE	IA	50465	051	2022-07-22T15:14:24
287007	6990	976	0	21906808	PUTNAM COUNTY NATIONAL BANK OF CARMEL, THE	43 GLENEIDA AVENUE 	CARMEL	NY	10512	051	2022-07-28T10:54:40
287342	9300	0	0	73915494	READLYN SAVINGS BANK, THE	141 MAIN STREET 	READLYN	IA	50668	041	2022-07-23T12:01:12
287922	9439	0	0	44212139	PEOPLES SAVINGS BANK, THE	710 SECOND ST 	NEW MATAMORAS	OH	45767	051	2022-07-11T12:10:19
287959	10505	0	0	101100964	KANSAS STATE BANK	236 NORTH MAIN STREET 	OTTAWA	KS	66067	051	2022-07-22T16:54:47
288152	3985	8624	0	91403140	FIRST NATIONAL BANK OF FREDERICK, THE	314 MAIN STREET 	FREDERICK	SD	57441	051	2022-07-21T11:43:37
288376	29548	0	3645	262287386	PINNACLE BANK	1811 2ND AVENUE 	JASPER	AL	35501	041	2022-07-18T17:43:03
288853	18714	0	0	107005047	FIRSTBANK	10403 W. COLFAX AVENUE 	LAKEWOOD	CO	80215	041	2022-07-27T11:16:03
289056	13784	6863	0	91107705	NORTHERN INTERSTATE BANK, NATIONAL ASSOCIATION	501 WEST U.S. HIGHWAY 2 	NORWAY	MI	49870	051	2022-07-28T16:44:15
289225	15326	0	0	44107778	UNION BANKING COMPANY, THE	105 EAST CENTER STREET 	WEST MANSFIELD	OH	43358	051	2022-07-13T11:30:12
289515	8405	0	0	31304306	FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG	20 S. MAIN STREET 	CHAMBERSBURG	PA	17201	051	2022-07-27T08:35:26
289702	17658	0	8540	211274515	NORWAY SAVINGS BANK	261 MAIN STREET 	NORWAY	ME	04268	051	2022-07-28T15:21:35
289739	17767	0	11799	65204980	GUARANTY BANK AND TRUST COMPANY	175 NEW ROADS STREET 	NEW ROADS	LA	70760	051	2022-07-25T10:45:15
289757	1125	0	0	91402277	MERCHANTS STATE BANK	305 S. MAIN 	FREEMAN	SD	57029	051	2022-07-18T10:52:48
290249	16160	0	0	75901341	WAUKESHA STATE BANK	151 EAST  ST. PAUL AVENUE 	WAUKESHA	WI	53188	041	2022-07-29T14:54:05
290838	15270	0	0	62206813	MERIT BANK	659 GALLATIN STREET 	HUNTSVILLE	AL	35801	051	2022-08-09T15:45:38
290922	6728	13198	0	42207379	NATIONAL BANK OF ADAMS COUNTY OF WEST UNION, THE	218 NORTH MARKET STREET 	WEST UNION	OH	45693	051	2022-07-22T13:47:18
291059	10674	0	0	103105394	BANK OF HYDRO	146 WEST MAIN STREET 	HYDRO	OK	73048	051	2022-10-13T11:26:00
291330	1744	0	16838	62203638	FIRST BANK	312 MAIN STREET 	WADLEY	AL	36276	051	2022-07-18T09:56:21
291376	30492	705440	5440	291270270	JACKSON FEDERAL SAVINGS & LOAN ASSOCIATION	414 2ND STREET 	JACKSON	MN	56143	041	2022-07-26T13:04:45
291611	11113	0	0	31309505	HAMLIN BANK AND TRUST COMPANY	333 WEST MAIN STREET 	SMETHPORT	PA	16749	051	2022-07-27T15:05:05
291732	1745	0	17234	62204378	FARMERS & MERCHANTS BANK	320 MAIN STREET 	WATERLOO	AL	35677	051	2022-07-30T21:04:22
292234	19440	0	0	262286950	FIRST FINANCIAL BANK	1630 4TH AVENUE NORTH 	BESSEMER	AL	35020	051	2022-07-22T14:21:57
292467	13600	0	0	111905133	POINTWEST BANK	200 WEST OAK STREET 	WEST	TX	766911488	041	2022-08-17T12:32:58
292850	5076	11305	0	91108746	FIRST NATIONAL BANK OF WAKEFIELD, THE	400 SUNDAY LAKE ST. 	WAKEFIELD	MI	49968	051	2022-07-07T10:53:45
292908	6947	11583	0	22310121	EVANS BANK, NATIONAL ASSOCIATION	8599 ERIE ROAD 	ANGOLA	NY	14006	041	2022-07-29T14:28:14
293053	24897	18054	0	116312873	COMMUNITY NATIONAL BANK	500 WEST ILLINOIS AVENUE 	MIDLAND	TX	79701	051	2022-07-27T12:54:12
293352	8822	0	0	91203285	ADRIAN STATE BANK	322 MAINE AVENUE 	ADRIAN	MN	56110	051	2022-07-26T11:33:55
293437	52	0	12748	62204938	CITIZENS BANK OF WINFIELD, THE	236 BANKHEAD HIGHWAY 	WINFIELD	AL	35594	051	2022-07-28T18:33:04
293651	16161	0	0	91409018	CAMPBELL COUNTY BANK	110 NORTH MAIN STREET 	HERREID	SD	57632	051	2022-07-26T09:47:56
293754	26358	0	0	86505545	STATE BANK OF SOUTHWEST MISSOURI	3310 EAST SUNSHINE 	SPRINGFIELD	MO	65804	051	2022-08-11T13:17:48
294023	9437	0	0	42212050	FIRST STATE BANK	19230 STATE ROUTE 136 	WINCHESTER	OH	456970128	051	2022-07-28T10:39:11
294564	14778	0	0	111319347	FIRST BANK & TRUST	9816 SLIDE ROAD 	LUBBOCK	TX	79424	041	2022-07-26T10:18:49
294751	4132	5753	0	103100739	CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA, THE	500 MONTGOMERY SQUARE 	LAWTON	OK	73501	041	2022-07-27T17:34:56
294779	28453	0	0	325170754	TIMBERLAND BANK	624 SIMPSON AVENUE 	HOQUIAM	WA	98550	041	2022-08-09T10:53:28
294827	2448	0	0	51504319	PIONEER COMMUNITY BANK, INC.	5229 COAL HERITAGE ROAD 	IAEGER	WV	24844	051	2022-07-22T10:50:28
295011	13703	13944	0	42204110	GREENVILLE NATIONAL BANK	446 SOUTH BROADWAY STREET 	GREENVILLE	OH	45331	041	2022-08-03T08:03:44
295057	10984	0	0	91908399	SECURITY BANK MINNESOTA	437 BRIDGE AVENUE 	ALBERT LEA	MN	56007	051	2022-07-15T15:59:58
295646	13902	0	0	81917662	FARMERS STATE BANK OF MEDORA	106 WASHINGTON STREET 	MEDORA	IL	62063	051	2022-07-28T17:38:00
296456	14331	0	0	103103396	FIRSTBANK	100 NORTH HIGH STREET 	ANTLERS	OK	74523	051	2022-07-24T16:48:24
296474	29571	0	3681	241271203	HOME SAVINGS AND LOAN COMPANY OF KENTON, THE	116 E FRANKLIN 	KENTON	OH	43326	051	2022-07-28T16:09:55
296559	11777	0	0	101100375	COMMERCIAL BANK	1901 MAIN STREET 	PARSONS	KS	67357	051	2022-07-26T09:39:31
296755	15519	0	0	111321856	CITIZENS STATE BANK	111 SOUTH ROBINSON STREET 	MILES	TX	76861	051	2022-07-22T09:38:54
296858	4134	6171	0	103103655	FIRST NATIONAL BANK OF LINDSAY, THE	101 SOUTH MAIN STREET 	LINDSAY	OK	73052	051	2022-07-27T16:28:34
297051	18019	0	0	101106405	PATRIOTS BANK	131 EAST FOURTH STREET 	GARNETT	KS	66032	051	2022-07-21T18:33:12
297631	21163	0	15182	63108732	CREWS BANK & TRUST	400 NORTH BREVARD AVENUE 	ARCADIA	FL	34265	041	2022-07-26T15:04:03
297761	22460	0	0	121136808	MONTEREY COUNTY BANK	601 MUNRAS AVENUE 	MONTEREY	CA	93940	051	2022-07-26T13:47:25
298049	10497	0	0	73920654	IOWA STATE BANK	500 AUDUBON STREET 	SAC CITY	IA	505832208	051	2022-07-22T12:00:48
298218	15990	0	0	221371356	WATERTOWN SAVINGS BANK	111 CLINTON STREET 	WATERTOWN	NY	13601	051	2022-07-26T11:07:35
298245	3814	8745	0	81204281	CITY NATIONAL BANK OF METROPOLIS, THE	423 FERRY STREET 	METROPOLIS	IL	62960	041	2022-08-12T12:01:01
299868	26363	0	0	322271407	COMMUNITY COMMERCE BANK	390 WEST FOOTHILL BOULEVARD 	CLAREMONT	CA	91711	041	2022-07-27T22:25:10
300009	14134	0	10324	211674775	PASSUMPSIC SAVINGS BANK	497 RAILROAD STREET 	SAINT JOHNSBURY	VT	05819	051	2022-07-29T12:58:41
300063	23086	16840	0	122237858	NEW OMNI BANK, NATIONAL ASSOCIATION	1235 SOUTH GARFIELD AVENUE 	ALHAMBRA	CA	91801	051	2022-07-26T18:56:50
300157	9947	0	0	91401922	VALLEY EXCHANGE BANK	214 SOUTH MAIN 	LENNOX	SD	57039	051	2022-07-29T12:24:52
300353	4236	12529	0	103101547	SHAMROCK BANK, NATIONAL ASSOCIATION	101 NORTH MAIN STREET 	COALGATE	OK	74538	051	2022-08-10T09:16:02
300456	18089	0	0	101106861	PIQUA STATE BANK	1356 XYLAN RD. 	PIQUA	KS	66761	051	2022-07-06T16:25:20
300933	9064	0	12506	61210965	PLANTERS FIRST BANK	1620 16TH EAST AVENUE 	CORDELE	GA	31015	041	2022-07-18T11:43:30
300942	19540	0	0	73915782	PIONEER BANK	202 1ST STREET 	SERGEANT BLUFF	IA	51054	041	2022-07-26T12:44:26
300960	26403	0	0	124103676	BANK OF IDAHO	399 NORTH CAPITAL AVENUE 	IDAHO FALLS	ID	83403	051	2022-07-26T21:00:44
301574	30530	705506	5506	222371656	LAKE SHORE SAVINGS BANK	128 EAST 4TH ST 	DUNKIRK	NY	14048	051	2022-07-28T13:56:06
301800	15970	0	7954	221971264	ULSTER SAVINGS BANK	280 WALL STREET 	KINGSTON	NY	12401	041	2022-07-21T16:14:43
302030	18930	0	0	67001246	BANK OF BELLE GLADE	108 SOUTHEAST AVENUE D 	BELLE GLADE	FL	33430	051	2022-08-19T10:46:39
302133	10471	0	0	71112037	CAMP GROVE STATE BANK	26 MAIN STREET 	CAMP GROVE	IL	61424	051	2022-07-29T14:24:40
302553	18118	0	0	101109923	PLAINS STATE BANK	411 GRAND AVENUE 	PLAINS	KS	67869	051	2022-07-28T11:44:31
302656	16958	0	0	91915845	MINNWEST BANK	300 S. WASHINGTON 	REDWOOD FALLS	MN	56283	041	2022-10-03T17:38:17
303653	11557	0	0	114907387	FIRST STATE BANK OF BURNET	136 E. WASHINGTON 	BURNET	TX	786113114	051	2022-07-21T12:26:52
303701	14136	0	12132	211674788	WELLS RIVER SAVINGS BANK	34 MAIN STREET NORTH 	WELLS RIVER	VT	05081	051	2022-07-26T13:34:22
303747	3818	0	0	81202869	FIRST BANK AND TRUST COMPANY OF MURPHYSBORO, THE	1403 WALNUT STREET 	MURPHYSBORO	IL	62966	051	2022-09-27T19:55:08
303952	4539	0	0	101903336	FARMERS BANK OF NORTHERN MISSOURI	1604 MAIN STREET 	UNIONVILLE	MO	63565	051	2022-08-09T15:00:22
304173	30544	0	5523	243373248	MARQUETTE SAVINGS BANK	920 PEACH STREET 	ERIE	PA	16501	051	2022-07-21T12:19:26
304520	26847	0	11320	52102228	CHESAPEAKE BANK & TRUST COMPANY	245 HIGH STREET 	CHESTERTOWN	MD	21620	051	2022-07-22T21:55:29
304575	29379	703360	3360	304172210	SIDNEY FEDERAL SAVINGS AND LOAN ASSOCIATION	1045 10TH AVENUE 	SIDNEY	NE	69162	051	2022-07-29T11:54:01
304762	18677	0	0	111317637	SECURITY STATE BANK, THE	700 S MAIN ST 	WINTERS	TX	79567	051	2022-07-21T18:18:44
304913	26392	0	0	31100380	DEUTSCHE BANK TRUST COMPANY DELAWARE	1011 CENTRE ROAD, SUITE 200 	WILMINGTON	DE	19805	041	2022-07-28T13:04:00
305059	11175	0	0	111309030	FIRST STATE BANK, THE	402 9TH STREET 	ABERNATHY	TX	793113419	051	2022-07-28T15:32:08
305077	29384	703367	3367	271973128	PERU FEDERAL SAVINGS BANK	1730 4TH ST 	PERU	IL	613540000	051	2022-07-22T11:49:41
305237	2154	0	0	61102332	GEO. D. WARTHEN BANK, THE	216 NORTH HARRIS STREET 	SANDERSVILLE	GA	31082	051	2022-07-28T15:21:23
305442	13305	0	0	83008650	NEW WASHINGTON STATE BANK, THE	402 EAST MAIN STREET 	NEW WASHINGTON	IN	47162	051	2022-07-29T15:30:25
306056	3018	11571	0	107003829	FIRST NATIONAL BANK OF FLEMING, THE	201 NORTH LOGAN STREET 	FLEMING	CO	80728	051	2022-07-25T11:22:43
306140	15738	0	0	73921860	SECURITY STATE BANK	607 6TH STREET SOUTH 	SPRINGVILLE	IA	52336	041	2022-08-23T16:11:42
306159	26499	24219	0	91971533	AMERICAN NATIONAL BANK OF MINNESOTA	7638 WOIDA ROAD 	BAXTER	MN	56425	041	2022-07-29T14:41:18
306337	3614	0	0	71106195	CASEY STATE BANK	305-307 NORTH CENTRAL AVENUE 	CASEY	IL	624201524	051	2022-08-26T12:15:33
306908	7123	0	10785	21909342	JEFF BANK	4864 STATE ROUTE 52 	JEFFERSONVILLE	NY	12748	051	2022-08-31T09:39:47
307062	2850	0	0	124102509	FARMERS BANK	914 MAIN STREET 	BUHL	ID	83316	051	2022-07-28T18:23:44
307334	16288	0	16925	61212235	SOUTHERN BANK	731 CHARLES PERRY AVENUE 	SARDIS	GA	30456	051	2022-09-09T14:33:38
307361	23886	17319	0	111900604	AMERICAN BANK NATIONAL ASSOCIATION	200 WEST HIGHWAY 6 	WACO	TX	76712	051	2022-08-05T17:34:56
307679	23041	0	0	125107707	BANK OF THE PACIFIC	300 EAST MARKET 	ABERDEEN	WA	98520	051	2022-07-28T16:40:58
307932	3615	0	0	71112105	CATLIN BANK	109 EAST VERMILION 	CATLIN	IL	61817	051	2022-07-25T17:31:32
308256	8848	0	0	91906731	CENBANK	109 WEST YELLOWSTONE TRL 	BUFFALO LAKE	MN	55314	051	2022-07-29T10:39:20
308340	8035	0	0	74912302	BATH STATE BANK	3095 BATH ROAD 	BATH	IN	47010	051	2022-07-30T14:00:44
308836	21635	0	0	71924160	BANK OF BOURBONNAIS	ONE HERITAGE PLAZA 	BOURBONNAIS	IL	60914	051	2022-07-22T11:50:44
309150	14036	0	0	81905768	MISSOURI BANK, THE	104 NORTH HIGHWAY 47 	WARRENTON	MO	63383	051	2022-08-03T14:37:13
309655	4160	0	0	103101356	REGENT BANK	7136 S. YALE, SUITE 100 	TULSA	OK	74136	051	2022-07-25T16:18:37
309851	1098	0	0	91203104	ROOT RIVER STATE BANK	18 SE 3RD STREET 	CHATFIELD	MN	55923	051	2022-07-29T11:56:25
310754	16635	0	0	91916255	LUMINATE BANK	5900 GREEN OAK DRIVE SUITE 100	MINNETONKA	MN	55343	051	2022-07-29T20:50:59
310950	4161	10913	0	103110428	FIRST NATIONAL BANK IN OKEENE	124 NORTH MAIN STREET 	OKEENE	OK	73763	051	2022-07-27T17:15:57
310978	28513	0	1749	275071770	WATERSTONE BANK	11200 WEST PLANK COURT 	WAUWATOSA	WI	53226	041	2022-07-25T16:36:57
311050	4190	0	0	103100616	AMERICAN HERITAGE BANK	2 SOUTH MAIN STREET 	SAPULPA	OK	74066	051	2022-07-29T09:51:54
311144	16282	0	0	82907493	BANK OF BEARDEN	1 NORTH SECOND STREET 	BEARDEN	AR	71720	051	2022-08-16T20:16:32
311256	5116	0	0	91904827	GRANITE BANK	202 2ND AVENUE SOUTH 	COLD SPRING	MN	56320	051	2022-07-29T14:59:31
311265	5595	8694	0	114902227	YOAKUM NATIONAL BANK, THE	301 WEST GRAND AVENUE 	YOAKUM	TX	779952698	051	2022-08-11T09:15:40
311603	18200	0	8347	211173373	DIME BANK	290 SALEM TURNPIKE BOX 70	NORWICH	CT	06360	051	2022-07-28T15:29:19
311658	5117	8322	0	91206965	FIRST NATIONAL BANK OF COLERAINE, THE	600 POWELL AVENUE 	COLERAINE	MN	55722	051	2022-07-20T11:57:43
311845	8728	0	0	82900872	ARVEST BANK	75 NORTH EAST STREET 	FAYETTEVILLE	AR	72701	041	2022-08-12T17:57:38
311939	9326	0	12422	65202461	WASHINGTON STATE BANK	103 NORTH MAIN STREET 	WASHINGTON	LA	70589	051	2022-07-27T17:43:45
312244	9288	0	0	74905474	FIRST BANK OF BERNE	222 HERITAGE TRAIL 	BERNE	IN	46711	051	2022-07-21T09:34:39
312356	9388	0	0	101207210	CORNERSTONE BANK, THE	117 NORTH MAIN 	SOUTH WEST CITY	MO	64863	051	2022-07-28T16:02:15
313009	13748	12018	0	21310465	UPSTATE NATIONAL BANK, THE	729 PROCTOR AVENUE 	OGDENSBURG	NY	13669	051	2022-07-25T15:18:41
