"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
3303953			0	0	0	0	0	0	0				0																
3306280			9464	1425	40	0	8119	120	0																				
3306598			2110	230	64	0	1969	153	0																				
3308529			1234	166	72	0	996	0	0				0																
3308574			938	626	0	0	312	0	0																				
3309393			1489	1295	19	0	1594	1419	0																				
3309571			9691	16884	480	0	9187	16860	0				0																
3310287			0	0	0	0	0	0	0																				
3312124			2016	1146	5	0	1734	869	0																				
3314043			2877	1022	70	0	1964	179	0																				
3314119			1309	225	22	0	1090	28	0																				
3316739			811	51	4	0	787	31	0																				
3317192			1063	206	27	0	830	0	0																				
3317932			79226	41000	833	0	38293	900	0			0	0																
3320576			3571	181	223	0	3504	337	0																				
3320781			10760	3050	434	0	7804	528	0																				
3322468			2671	700	0	0	1971	0	0																				
3325759		0	36344	19449	685	0	10261	2343	8292			0		0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
3335301			210	25	37	0	219	71	0																				
3337097			14366	5500	112	0	10596	1842	0																				
3340725			1524	565	361	0	1052	454	0																				
3340903			1417	347	5	0	1065	0	0																				
3341393			2372	480	0	0	1892	0	0																				
3342671			970	100	10	0	868	8	0																				
3343146			1268	150	2	0	1130	14	0																				
3344321			13724	3620	17	0	10307	220	0				0																
3346268			3701	1225	24	0	2642	190	0																				
3346633			1179	400	24	0	765	10	0																				
3347603			1776	404	23	0	1372	23	0																				
3347911			858	0	0	0	862	4	0																				
3348468			2803	717	67	0	2197	178	0																				
3348888		0	87942	42434	492	0	76584	29568	-2000			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3349241			2907	555	16	0	2508	172	0																				
3350658			3063	722	10	0	2436	105	0																				
3350724			8686	2850	109	0	6696	969	0			0	0																
3351440			3321	3341	15	0	1833	35	-1833																				
3353154			0	0	0	0	0	0	0			0	0																
3354599			5998	1243	218	0	4540	3	0																				
3356191			10724	475	385	0	10195	331	0																				
3357077			1494	588	10	0	956	60	0																				
3357219			15995	5961	29	0	10050	45	0																				
3357385			7060	2730	0	0	4330	0	0				0																
3357620			0	0	0	0	0	0	0			0	0																
3357947			833	275	5	0	554	1	0																				
3358270			1593	510	1	0	1229	147	0				0																
3366239			8098	6875	56	0	4652	3485	0																				
3368635			1885	459	5	0	1524	103	0			0	0																
3368925			1880	687	40	0	1368	215	0																				
3370133			1986	470	0	0	1535	19	0																				
3370357			1762	176	18	0	1610	42	0				0																
3374234			1724	225	0	0	1721	222	0																				
3374382			6057	1775	38	0	4244	0	0																				
3374403			2352	904	0	0	1510	62	0																				
3374412			15536	6133	251	0	10833	1681	0																				
3374878			19167	5900	522	0	13522	777	0																				
3376733			2403	191	24	0	2235	47	0																				
3377235			1658	382	118	0	1721	563	0																				
3378773			34841	12750	82	0	22526	517	0			0	0																
3382547	0		2375	442	984	0	2890	2103	162					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3383665			2186	229	103	0	1865	11	0				0																
3384372			2488	952	97	0	1469	30	0																				
3384952			3169	1070	3	0	2096	0	0																				
3385744			3168	929	131	0	4032	1924	0																				
3386143			1151	47	9	0	1101	6	0																				
3386264			9924	1700	0	0	8224	0	0																				
3386536			5733	2252	65	0	3586	170	0			0	0																
3387140			1068	300	201	0	567	0	0																				
3388165			8762	4179	184	0	8440	4041	0																				
3388482			8467	2120	72	0	6366	91	0																				
3390337			1783	0	0	0	1809	26	0																				
3390627			1104	209	8	0	887	0	0																				
3391718			6865	2050	39	0	5035	259	0																				
3392975			1236	105	13	0	1118	0	0																				
3393851			1251	310	38	0	1246	343	0																				
3394278		0	1361723	101327	29007	108534	441912	245042	1143053					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3394380			2463	-82	82	0	2463	0	0																				
3395293			11305	4716	167	0	6568	146	0				0																
3397233			4900	2147	2	0	2770	19	0																				
3398623			7848	3300	46	0	4542	40	0																				
3401970			23974	9539	105	0	17245	2915	0				0																
3402913			23370	16608	19	0	11947	5204	0			2694	124																
3404207		0	17360	13599	403	0	5865	1627	-880					0	0	-6	16	0	10	0	0	0	0	0	0	0	0	0	
3404373			17863	3099	76	0	15352	664	0																				
3404467			8622	1959	200	0	6463	0	0																				
3404506			4592	1245	23	0	3602	278	0																				
3404999			1936	1841	0	0	106	11	0																				
3407084			5142	3582	645	0	3498	2583	0																				
3408728			22024	11435	428	0	12124	1963	0	0	0	0	0																
3410141			1852	0	0	0	1854	2	0																				
3411773			2785	470	3	0	2399	87	0																				
3412417			5936	2743	0	0	4220	1027	0																				
3415463			20636	8350	1233	0	12578	1525	0				0																
3419416			17017	6217	44	0	10756	0	0			0	0																
3428258			3599	996	70	0	3091	544	-14																				
3429219			2863	190	123	0	2589	39	0																				
3435948			3123	1200	7	0	1916	0	0																				
3437148			6469	2810	210	0	4924	1475	0																				
3437157			16804	8615	326	0	8680	817	0			0	0																
3437166			1649	210	0	0	1439	0	0				0																
3437456			10136	3467	87	0	6839	257	0			0	0																
3437483			8852	1110	385	0	7470	113	0																				
3438958			1770	0	2	0	1877	109	0																				
3440803			3994	1584	109	0	2302	1	0																				
3440830			7399	1206	346	0	7796	1949	0				0																
3441677		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3444539			3226	600	23	0	2603	0	0																				
3445460			6424	250	546	0	6280	652	0																				
3445901			2625	1072	4	0	1549	0	0																				
3446225			709	106	5	0	666	68	0																				
3446636			5319	1951	20	0	3868	520	0			0	0																
3446784			2135	180	2	0	1958	5	0																				
3447576			18021	8275	77	0	10874	1205	0																				
3447772			1779	225	0	0	1554	0	0																				
3447820			11402	6250	0	0	6989	1837	0																				
3448162			1754	243	7	0	1517	13	0																				
3448425			359	9	11	0	356	17	0																				
3449066			20363	11160	257	0	10700	1754	0			0	210																
3451050			3470	1000	0	0	2546	76	0																				
3455227			6101	2070	96	0	3935	0	0																				
3459207			6518	2175	9	0	4416	82	0																				
3459216			1134	220	80	0	848	14	0																				
3462458			1562	320	123	0	1119	0	0																				
3463875			3162	749	55	0	2476	118	0																				
3465226		0	19635	9330	111	0	9639	1643	2198			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3465392			4772	1916	423	0	3604	1171	0			0	0																
3466988			5103	1800	0	0	3303	0	0																				
3468450			3020	1227	8	0	1770	3	18																				
3470097			866	50	0	0	816	0	0																				
3470154			9361	4445	99	0	5206	389	0																				
3470239		0	3309	2563	180	0	432	2744	2878					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3470930			1464	150	0	0	1332	18	0																				
3472046			2593	1132	7	0	1628	174	0																				
3472859			3798	779	676	0	3799	1456	0																				
3475083		0	34630	19301	450	0	14108	171	942					0	0	99	50	0	149	0	0	0	0	0	0	0	0	0	
3476192			54074	18006	1661	0	38762	4355	0				0																
3479018			694	92	2	0	609	9	0																				
3480069			781	158	0	0	623	0	0				0																
3481703			3548	880	217	0	2451	0	0																				
3482045			1536	70	0	0	1466	0	0																				
3482111			5358	1150	40	0	4168	0	0																				
3485215			665	40	10	0	622	7	0																				
3485420			4009	1600	0	0	2409	0	0																				
3487433			2094	965	343	0	1350	564	0																				
3487947			4568	1750	42	0	2776	0	0																				
3488579			2581	730	39	0	1812	0	0																				
3489035			10063	2554	38	0	7524	53	0																				
3489071			3043	1055	9	0	2040	61	0																				
3490871			5688	1975	1977	0	4006	2270	0																				
3517590			2428	972	5	0	1617	166	0																				
3529315			0	0	0	0	0	0	0																				
3531176			1730	278	1	0	1710	259	0																				
3532641			18346	8683	261	0	10243	841	0			0	309																
3535848			5630	2639	43	0	4932	1984	0																				
3537897			4665	1150	299	0	3216	0	0																				
3538009			4391	1356	35	0	3165	165	0				0																
3545258			14262	5670	0	0	8601	9	0			0	0																
3546862			3885	484	0	0	3401	0	0																				
3547131			20782	4986	27	0	15838	69	0			0	0																
3547896			2331	1195	19	0	1464	347	0				0																
3548567			7793	12264	781	0	6501	11753	0				0																
3548763			1907	545	0	0	1474	112	0																				
3555248			2445	387	8	0	2050	0	0			0	0																
3555695		1	31818	16492	186	0	18535	2541	-854			0		0	0	-7	20	0	13	0	0	0	0	0	0	0	0	961	
3561771			2342	865	4	0	1473	0	0																				
3567269			1596	877	3	0	1239	523	0																				
3579589		0	53173	26543	550	0	29438	8583	5225					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3588312			5756	2271	50	0	3435	0	0																				
3588424			11643	4231	44	0	7502	134	0																				
3591004			1850	300	0	0	1550	0	0																				
3591282			18092	8809	11	0	9751	479	0				98																
3592047			1096	610	42	0	448	4	0				0																
3593307			13634	1800	435	0	11601	202	0																				
3594005			75295	56700	129	0	56896	38430	0			0	0																
3594087			1843	120	96	0	1652	25	0				0																
3594797			8816	2125	97	0	6594	0	0																				
3595271			16027	5225	35	0	12557	1790	0				0																
3595637			10298	4440	144	0	8249	2535	0				0																
3596250			1850	1194	99	0	1614	1057	0																				
3596894			1224	100	57	0	1117	50	0																				
3597211			4190	473	0	0	3717	0	0				0																
3597677			1191	135	0	0	1062	6	0																				
3599804			627	19	0	0	608	0	0																				
3603961			3140	1287	20	0	2213	380	0																				
3606971			1590	275	32	0	1467	184	0																				
3607062			13206	2500	540	0	11288	1122	0																				
3608751			17711	3396	3518	0	16002	5205	0				0																
3610718			5570	2332	4	0	3732	498	0																				
3612525			22297	11872	212	0	12674	2461	0				668																
3613559			2306	1239	2	0	1167	102	0				0																
3614837			9055	1845	14	0	7250	54	0				0																
3614846			2552	492	0	0	2060	0	0																				
3614958			14111	4880	132	0	11075	1976	0																				
3614976			14958	5016	121	0	10231	410	0																				
3615021			2683	932	2	0	1891	142	0																				
3617856			3099	330	7	0	2764	2	0				0																
3619216			7509	2412	38	0	5138	79	0																				
3620539			1654	200	6	0	1448	0	0																				
3623110			7890	2482	0	0	6070	662	0																				
3623969			1633	100	15	0	1546	28	0																				
3625664			6580	2047	147	0	4530	144	0																				
3626184			231	85	84	0	357	295	0																				
3626858			2038	1031	2	0	1502	497	0																				
3627109			1100	179	0	0	1100	179	0																				
3629420			11859	3300	220	0	9265	926	0																				
3629484			1196	575	28	0	593	0	0																				
3630323			11979	7550	38	0	8123	3732	0																				
3633016			962	120	8	0	920	86	0																				
3633173			14835	3245	68	0	13649	2127	0			0	0																
3634394			3475	1600	0	0	1875	0	0																				
3635029			13154	8543	0	0	5758	1147	0																				
3635551			1304	200	22	0	1158	76	0																				
3636259			2377	770	14	0	1593	0	0																				
3636428			5117	1655	16	0	3448	2	0																				
3636446			5069	2012	0	0	3057	0	0																				
3636914			2762	819	12	0	2069	138	0																				
3637247			6823	1685	21	0	5237	120	0																				
3637685		0	24200	-499	1003	0	20800	1844	4740			0		0	0	0	0	0	0	0	0	7245	0	0	7245	0	0	0	
3637706			2188	121	174	0	1911	18	0																				
3640359			4208	1241	169	0	3427	629	0																				
3645840			5377	1501	253	0	4249	626	0																				
3646397			2530	455	104	0	2021	50	0																				
3650563			5579	90	0	0	5489	0	0																				
3650808		0	52306	40658	127	0	48247	15392	-21334					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3655933			6868	3162	94	0	3612	0	0																				
3664588			7931	2640	0	0	6226	935	0				0																
3667132			1005	225	21	0	759	0	0				0																
3671997			2403	1859	0	0	2655	2111	0																				
3678857			12130	5800	22	0	8364	2056	0			0	0																
3685396			8355	3275	192	0	5262	374	0																				
3686928		0	5898	1349	141	0	6132	4401	2677			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3688043			9950	1948	975	0	7150	123	0																				
3688548			2406	535	27	0	1844	0	0																				
3688623			1700	1494	2	0	241	37	0																				
3690121			2128	102	0	0	2026	0	0																				
3690596			12022	4015	30	0	8310	333	0			0	0																
3690635			5254	2255	12	0	3017	30	0																				
3690701			6092	2850	33	0	4414	1205	0			0	0																
3715444			23245	11479	387	0	12605	1226	0																				
3716320			14698	3400	3	0	12124	829	0				0																
3716852		0	42631	35836	3568	0	19571	32987	16643					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3719648			13264	5091	18	0	8257	102	0																				
3720336			303	140	0	0	163	0	0																				
3720608			8284	1263	4	0	6062	14	969																				
3721605			4388	975	0	0	3461	48	0																				
3729124			5238	300	16	0	4922	0	0																				
3750650			8503	3550	1	0	5489	537	0			0	0																
3783313			50942	45975	2645	0	36800	34478	0			0	0																
3783948			15235	10890	373	0	8015	4043	0				0																
3786435			4237	1168	0	0	3069	0	0																				
3793714			7979	1350	10	0	7143	524	0																				
3804535			7666	5411	0	0	2255	0	0																				
3807880			5416	2512	16	0	2909	21	0																				
3812147			4706	1531	0	0	3175	0	0																				
3816154			719	152	5	0	610	48	0																				
3816163			1832	1800	34	0	1228	1230	0																				
3816190			2174	469	1	0	1705	1	0				0																
3816510			16259	10017	0	0	6549	307	0																				
3821037			5945	1270	13	0	4720	58	0				0																
3821626			5690	3186	0	0	2885	381	0																				
3821822			4282	1690	0	0	2886	294	0																				
3832127			4234	1290	1	0	3334	391	0																				
3835454			29336	11822	1	0	18816	1303	0				0																
3843392			1770	286	0	0	1504	20	0																				
3851427			6160	5263	228	0	1300	631	0				0																
3869123			1102	68	1	0	1034	1	0																				
3885123			10624	2275	1	0	8348	0	0																				
3918898		127	1024592	622153	66369	113350	455239	304456	298637			0		0	0	0	0	0	0	0	0	-21	21	0	0	0	0	2577	
3938186		1299	257323	182340	8610	0	108671	69602	27304			0		0	0	0	0	0	0	0	0	364	0	0	364	0	0	1299	
3939240		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3943210			1125	329	8	0	788	0	0																				
3952904			0	0	0	0	0	0	0																				
4032791			0	0	0	0	0	0	0																				
4114567	0		635019	142977	1624	0	496104	4011	-1675					0	0	2233	4669	0	6902	0	0	0	0	0	0	0	0	0	
4125778			0	0	0	0	0	0	0																				
4146830			0	0	0	0	0	0	0																				
4149037			0	0	0	0	0	0	0																				
4165907			2702	537	16	0	2190	41	0																				
4210227		0	59777	17534	571	0	39064	3228	5836					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4262534		0	367160	278048	6220	0	119643	112336	75585					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
